Time, Temperature, Mag X, Mag Y, Mag Z, Gyro X, Gyro Y, Gyro Z, Acc X, Acc Y, Acc Z, Lin Acc X, Lin Acc Y, Lin Acc Z, Gravity X, Gravity Y, Gravity Z, Euler X, Euler Y, Euler Z
1.914,29,-40.563,-12.500,13.188,1.125,-1.000,1.313,-0.350,0.220,-9.750,-0.290,0.110,0.080,-0.100,0.080,-9.800,267.625,-0.625,-179.437
7.07,30,-135.750,-39.563,13.250,0.875,-0.125,-0.438,-0.290,-0.090,-9.630,0.090,-0.020,0.230,-0.410,-0.060,-9.790,268.187,-2.375,179.562
7.104,30,-135.750,-39.563,13.250,-1.000,-2.000,-1.125,-0.250,-0.050,-9.580,0.160,0.000,0.210,-0.420,-0.060,-9.790,268.125,-2.438,179.562
7.147,30,-135.500,-39.563,12.563,1.125,-3.188,-0.563,-0.340,0.000,-9.340,0.090,0.050,0.440,-0.440,-0.060,-9.790,268.125,-2.563,179.562
7.171,30,-135.750,-39.250,14.063,-1.313,-1.125,-1.875,-0.340,-0.010,-9.570,0.100,0.040,0.220,-0.440,-0.060,-9.790,268.062,-2.625,179.625
7.192,30,-135.750,-39.250,14.063,-1.188,-3.313,-1.813,-0.380,0.020,-9.680,0.080,0.080,0.100,-0.460,-0.060,-9.790,268.062,-2.688,179.625
7.216,30,-135.750,-39.250,14.063,-1.250,-3.188,-1.500,-0.360,0.000,-9.640,0.100,0.060,0.140,-0.470,-0.050,-9.790,268.000,-2.750,179.625
7.257,30,-136.063,-40.000,13.000,0.313,0.438,-0.250,-0.420,0.030,-9.560,0.040,0.090,0.230,-0.470,-0.050,-9.790,268.000,-2.750,179.625
7.279,30,-135.375,-39.250,14.375,-0.625,-0.063,-0.438,-0.420,0.010,-9.630,0.040,0.070,0.150,-0.470,-0.050,-9.790,268.000,-2.750,179.625
7.303,30,-135.375,-39.250,14.375,-1.125,0.188,-0.063,-0.310,0.080,-9.800,0.150,0.130,0.000,-0.470,-0.050,-9.790,268.000,-2.750,179.688
7.327,30,-135.000,-39.563,13.188,0.813,1.750,1.813,-0.250,0.030,-9.650,0.210,0.090,0.140,-0.470,-0.050,-9.790,268.000,-2.750,179.625
7.372,30,-135.375,-40.000,11.250,0.000,6.875,2.188,-0.290,0.020,-9.630,0.130,0.070,0.150,-0.430,-0.050,-9.790,268.125,-2.438,179.625
7.393,30,-135.375,-40.000,11.250,0.563,7.688,1.813,-0.260,0.070,-9.450,0.130,0.130,0.340,-0.390,-0.050,-9.790,268.125,-2.313,179.625
7.417,30,-135.375,-40.000,11.250,1.750,6.750,2.563,-0.300,0.010,-9.470,0.070,0.080,0.320,-0.370,-0.060,-9.790,268.187,-2.188,179.625
7.458,30,-135.375,-40.000,12.875,1.563,2.813,1.375,-0.310,-0.040,-9.370,0.020,0.030,0.420,-0.340,-0.070,-9.800,268.313,-2.000,179.500
7.489,30,-135.000,-40.250,13.563,-0.063,0.563,-0.188,-0.330,-0.030,-9.520,0.000,0.040,0.270,-0.340,-0.070,-9.800,268.313,-2.000,179.500
7.513,30,-135.000,-40.250,13.563,0.688,-1.875,0.063,-0.190,0.010,-9.510,0.150,0.090,0.280,-0.340,-0.070,-9.800,268.313,-2.063,179.500
7.534,30,-135.687,-39.563,13.188,1.188,-2.313,1.250,-0.300,-0.030,-9.600,0.060,0.040,0.190,-0.360,-0.080,-9.790,268.313,-2.063,179.437
7.579,30,-135.000,-39.563,14.000,2.625,-0.375,-0.063,-0.100,-0.060,-9.600,0.260,0.030,0.180,-0.360,-0.100,-9.790,268.313,-2.125,179.375
7.603,30,-135.000,-39.563,14.000,3.813,-3.500,1.000,-0.260,-0.050,-9.380,0.130,0.040,0.270,-0.370,-0.110,-9.790,268.375,-2.188,179.312
7.627,30,-134.562,-40.000,13.188,-0.688,-4.125,-0.188,-0.140,-0.100,-9.670,0.180,-0.060,-0.070,-0.380,-0.110,-9.790,268.375,-2.250,179.312
7.648,30,-134.562,-40.000,13.188,0.000,-2.125,-0.313,-0.260,-0.140,-9.740,0.130,-0.030,0.050,-0.390,-0.110,-9.790,268.375,-2.313,179.312
7.694,30,-135.687,-39.250,12.750,3.500,-1.500,0.063,-0.370,-0.040,-9.330,0.030,0.150,0.480,-0.400,-0.130,-9.790,268.313,-2.313,179.187
7.72,30,-135.687,-39.250,12.750,0.125,-2.750,0.250,-0.360,0.070,-9.490,0.040,0.210,0.300,-0.410,-0.130,-9.790,268.313,-2.375,179.125
7.741,30,-135.000,-39.563,13.062,-0.375,-2.688,0.375,-0.250,-0.120,-9.680,0.160,0.000,0.110,-0.420,-0.130,-9.790,268.313,-2.438,179.125
7.765,30,-135.000,-39.563,13.062,3.375,-3.188,3.313,-0.390,-0.110,-9.490,0.030,0.020,0.300,-0.430,-0.140,-9.790,268.375,-2.500,179.063
7.806,30,-135.375,-40.000,12.875,-1.125,-1.188,0.563,-0.190,-0.150,-9.680,0.240,0.000,0.100,-0.440,-0.140,-9.790,268.438,-2.563,179.125
7.83,30,-135.687,-38.875,12.375,1.063,0.813,1.313,-0.240,-0.120,-9.720,0.190,0.020,0.070,-0.430,-0.150,-9.790,268.438,-2.500,179.063
7.854,30,-135.687,-38.875,12.375,3.125,-0.500,2.188,-0.330,-0.110,-9.380,0.100,0.040,0.400,-0.430,-0.160,-9.790,268.500,-2.500,179.000
7.878,30,-135.375,-39.563,11.875,-1.188,-0.250,-0.063,-0.250,-0.110,-9.750,0.180,0.040,0.030,-0.430,-0.160,-9.790,268.500,-2.563,179.000
7.931,30,-135.000,-38.875,13.062,1.438,-0.313,1.000,-0.250,0.000,-9.590,0.180,0.170,0.200,-0.430,-0.160,-9.790,268.562,-2.500,179.000
7.955,30,-135.000,-38.875,13.062,1.625,-1.000,1.875,-0.260,-0.100,-9.630,0.190,-0.020,0.100,-0.430,-0.160,-9.790,268.562,-2.500,179.000
7.979,30,-135.687,-40.000,12.375,0.500,-0.625,1.688,-0.270,-0.200,-9.680,0.110,-0.040,0.110,-0.430,-0.160,-9.790,268.625,-2.500,179.000
8.02,30,-135.687,-40.000,12.375,-0.875,3.438,0.313,-0.300,-0.190,-9.720,0.120,-0.020,0.070,-0.420,-0.160,-9.790,268.625,-2.438,179.000
8.041,30,-134.562,-39.563,13.500,1.125,-0.313,0.375,-0.240,-0.100,-9.490,0.170,0.060,0.290,-0.410,-0.160,-9.790,268.625,-2.438,179.000
8.066,30,-134.562,-39.563,13.500,-0.375,-1.750,-0.125,-0.350,-0.110,-9.500,0.060,0.050,0.280,-0.420,-0.160,-9.790,268.625,-2.438,179.000
8.087,30,-136.500,-38.875,12.375,-1.875,-2.563,-0.875,-0.360,-0.070,-9.450,0.160,0.120,0.080,-0.430,-0.150,-9.790,268.625,-2.500,179.063
8.13,30,-135.375,-38.500,13.500,0.375,-0.625,1.000,-0.230,-0.050,-9.580,0.190,0.090,0.210,-0.430,-0.150,-9.790,268.625,-2.500,179.063
8.156,30,-135.375,-38.500,13.500,-0.375,-0.625,1.375,-0.300,-0.110,-9.530,0.070,0.000,0.110,-0.420,-0.150,-9.790,268.625,-2.500,179.063
8.18,30,-134.562,-39.250,11.563,-1.563,1.188,-0.063,-0.300,-0.160,-9.780,0.110,-0.060,0.030,-0.420,-0.140,-9.790,268.625,-2.438,179.125
8.201,30,-134.562,-39.250,11.563,1.000,1.500,-0.250,-0.220,-0.080,-9.630,0.190,0.060,0.160,-0.420,-0.140,-9.790,268.625,-2.438,179.125
8.247,30,-134.250,-38.875,13.875,-1.000,-0.125,0.000,-0.260,0.000,-9.560,0.210,0.130,0.240,-0.410,-0.140,-9.790,268.625,-2.375,179.125
8.271,30,-134.250,-38.875,13.875,-0.313,0.938,0.688,-0.280,-0.150,-9.620,0.120,-0.010,0.160,-0.400,-0.140,-9.790,268.687,-2.375,179.125
8.295,30,-135.375,-39.250,11.875,0.313,0.813,-0.250,-0.380,-0.180,-9.730,0.010,-0.040,0.060,-0.400,-0.140,-9.790,268.625,-2.313,179.125
8.322,30,-134.250,-38.500,13.062,-0.375,0.125,-0.563,-0.300,-0.030,-9.540,0.100,0.110,0.240,-0.400,-0.140,-9.790,268.625,-2.313,179.125
8.367,30,-134.250,-38.500,13.062,-0.500,0.063,-0.375,-0.260,-0.140,-9.670,0.130,0.000,0.120,-0.390,-0.130,-9.790,268.625,-2.313,179.187
8.388,30,-135.687,-39.250,13.500,-1.250,-0.938,-0.750,-0.310,-0.100,-9.540,0.060,0.000,0.150,-0.400,-0.130,-9.790,268.625,-2.313,179.187
8.412,30,-135.687,-39.250,13.500,-2.063,-2.250,-0.813,-0.300,-0.090,-9.520,0.090,0.030,0.270,-0.400,-0.120,-9.790,268.625,-2.375,179.250
8.455,30,-135.687,-39.563,12.750,0.188,-1.063,-0.750,-0.370,-0.160,-9.550,0.030,-0.040,0.240,-0.410,-0.120,-9.790,268.562,-2.375,179.250
8.479,30,-134.687,-40.000,13.563,0.750,-2.625,-1.375,-0.330,-0.040,-9.370,0.080,0.070,0.410,-0.420,-0.120,-9.790,268.562,-2.438,179.250
8.5,30,-134.687,-40.000,13.563,-0.438,-3.313,-1.938,-0.300,-0.030,-9.600,0.130,0.080,0.190,-0.430,-0.120,-9.790,268.500,-2.500,179.250
8.525,30,-134.687,-40.000,13.563,-1.313,-5.000,-1.500,-0.340,-0.110,-9.580,0.100,0.000,0.210,-0.450,-0.110,-9.790,268.438,-2.625,179.312
8.566,30,-135.375,-38.875,13.875,-0.063,-2.875,-2.313,-0.340,-0.080,-9.730,0.130,0.020,0.050,-0.470,-0.100,-9.790,268.375,-2.750,179.312
8.587,30,-135.000,-39.563,12.750,1.563,-1.063,-0.750,-0.410,0.040,-9.510,0.060,0.160,0.270,-0.470,-0.110,-9.790,268.375,-2.750,179.312
8.61,30,-135.000,-39.563,12.750,-0.250,0.063,-0.125,-0.390,0.000,-9.670,0.080,0.100,0.120,-0.470,-0.110,-9.790,268.375,-2.750,179.312
8.634,30,-134.562,-39.250,11.875,1.125,1.375,1.000,-0.420,-0.090,-9.550,0.040,0.020,0.240,-0.470,-0.110,-9.790,268.375,-2.750,179.312
8.679,30,-135.687,-39.563,12.375,0.313,0.938,0.375,-0.300,-0.010,-9.490,0.050,0.000,0.290,-0.460,-0.110,-9.790,268.375,-2.688,179.312
8.703,30,-135.687,-39.563,12.375,-0.688,1.313,0.438,-0.380,-0.140,-9.730,0.070,-0.030,0.060,-0.450,-0.110,-9.790,268.375,-2.625,179.312
8.729,30,-135.000,-38.875,12.750,1.500,1.375,0.750,-0.330,-0.050,-9.600,0.120,0.060,0.190,-0.450,-0.110,-9.790,268.438,-2.625,179.312
8.755,30,-135.000,-38.875,12.750,2.000,2.063,1.875,-0.360,-0.130,-9.350,0.070,-0.010,0.430,-0.440,-0.120,-9.790,268.438,-2.563,179.250
8.8,30,-134.687,-39.563,11.875,0.625,1.688,-0.375,-0.270,-0.100,-9.550,0.120,0.050,0.230,-0.420,-0.120,-9.790,268.500,-2.438,179.187
8.824,30,-134.687,-39.563,11.875,1.313,2.188,-0.500,-0.240,-0.080,-9.690,0.160,0.040,0.100,-0.410,-0.130,-9.790,268.500,-2.375,179.187
8.845,30,-134.687,-38.875,12.750,5.250,1.563,1.313,-0.250,-0.110,-9.620,0.140,0.030,0.170,-0.400,-0.140,-9.790,268.500,-2.313,179.125
8.87,30,-134.687,-38.875,12.750,4.938,1.063,1.688,-0.350,-0.180,-9.310,0.040,-0.010,0.480,-0.390,-0.160,-9.790,268.562,-2.313,179.000
8.911,30,-134.750,-38.875,13.062,-1.750,-0.813,-1.188,-0.200,-0.190,-9.740,0.190,-0.030,0.040,-0.390,-0.160,-9.790,268.500,-2.313,179.000
8.935,30,-135.062,-39.250,13.563,-1.250,-1.188,-2.250,-0.230,-0.150,-9.600,0.160,0.000,0.190,-0.400,-0.160,-9.790,268.438,-2.313,179.000
8.959,30,-135.062,-39.250,13.563,1.000,-4.313,-1.688,-0.240,-0.040,-9.480,0.170,0.110,0.310,-0.420,-0.160,-9.790,268.438,-2.438,179.000
9.003,30,-135.500,-38.875,12.750,-1.500,-4.000,-1.813,-0.280,-0.050,-9.640,0.160,0.090,0.150,-0.440,-0.150,-9.790,268.313,-2.563,179.063
9.028,30,-134.250,-39.250,13.500,-3.750,-0.438,-3.313,-0.210,-0.160,-10.020,0.230,-0.020,-0.220,-0.440,-0.130,-9.790,268.250,-2.563,179.187
9.049,30,-134.250,-39.250,13.500,0.875,-1.438,-1.250,-0.360,-0.100,-9.540,0.080,0.030,0.240,-0.450,-0.130,-9.790,268.250,-2.625,179.125
9.073,30,-134.250,-39.250,13.500,-0.375,0.375,-1.438,-0.400,-0.020,-9.540,0.040,0.110,0.250,-0.450,-0.130,-9.790,268.187,-2.625,179.187
9.114,30,-135.062,-39.563,12.750,-3.000,0.563,-0.938,-0.340,-0.120,-9.650,0.100,0.000,0.130,-0.440,-0.120,-9.790,268.125,-2.563,179.250
9.137,30,-136.187,-39.250,13.875,-0.063,0.813,-0.188,-0.420,-0.140,-9.570,0.020,-0.020,0.220,-0.440,-0.120,-9.790,268.125,-2.563,179.250
9.159,30,-136.187,-39.250,13.875,-1.000,-1.313,-1.063,-0.300,-0.060,-9.520,0.140,0.050,0.260,-0.440,-0.110,-9.790,268.125,-2.563,179.312
9.186,30,-135.000,-40.000,13.062,-2.125,-0.750,-0.750,-0.330,-0.190,-9.850,0.110,-0.080,-0.060,-0.440,-0.100,-9.790,268.125,-2.563,179.312
9.229,30,-134.562,-40.250,12.750,1.000,1.125,-0.500,-0.410,-0.180,-9.510,0.030,-0.070,0.270,-0.440,-0.110,-9.790,268.125,-2.563,179.312
9.253,30,-134.562,-40.250,12.750,0.813,0.188,-1.813,-0.380,0.000,-9.230,0.050,0.120,0.550,-0.440,-0.110,-9.790,268.062,-2.563,179.250
9.279,30,-135.000,-38.875,12.750,-2.250,-2.688,-2.000,-0.410,0.020,-9.320,0.030,0.140,0.470,-0.440,-0.110,-9.790,268.062,-2.563,179.312
9.3,30,-135.000,-38.875,12.750,-3.313,-2.750,-1.875,-0.390,-0.060,-9.680,0.060,0.040,0.110,-0.450,-0.100,-9.790,268.000,-2.688,179.375
9.344,30,-135.687,-39.563,13.500,0.688,-1.500,-0.313,-0.420,-0.050,-9.550,0.050,0.040,0.230,-0.470,-0.090,-9.790,267.937,-2.750,179.375
9.369,30,-135.687,-39.563,13.500,-0.125,-0.813,-0.563,-0.390,-0.010,-9.490,0.080,0.080,0.300,-0.470,-0.090,-9.790,267.937,-2.750,179.375
9.39,30,-134.562,-39.250,12.375,-0.750,0.375,-0.563,-0.390,-0.020,-9.680,0.070,0.060,0.100,-0.470,-0.090,-9.790,267.937,-2.750,179.437
9.434,30,-135.000,-40.000,12.375,1.313,0.188,0.938,-0.400,0.010,-9.530,0.060,0.110,0.250,-0.470,-0.090,-9.790,268.000,-2.750,179.375
9.455,30,-135.000,-40.000,12.375,0.563,-1.625,0.688,-0.340,-0.110,-9.490,0.130,-0.010,0.290,-0.470,-0.090,-9.790,268.000,-2.750,179.375
9.48,30,-133.875,-38.875,14.250,-0.750,0.375,0.813,-0.380,-0.120,-9.600,0.090,-0.020,0.190,-0.470,-0.090,-9.790,268.000,-2.750,179.375
9.503,30,-133.875,-38.875,14.250,-0.438,0.688,0.250,-0.380,-0.110,-9.690,0.100,-0.020,0.190,-0.470,-0.090,-9.790,268.000,-2.750,179.375
9.547,30,-135.375,-39.563,13.062,0.313,-0.188,1.000,-0.340,-0.060,-9.560,0.120,0.030,0.220,-0.470,-0.100,-9.790,268.062,-2.750,179.375
9.573,30,-135.375,-39.563,13.062,1.500,-1.313,2.063,-0.390,-0.100,-9.460,0.080,0.000,0.330,-0.470,-0.100,-9.790,268.125,-2.750,179.375
9.594,30,-135.375,-38.875,12.750,0.188,-0.563,0.625,-0.390,-0.140,-9.560,0.080,-0.030,0.230,-0.470,-0.100,-9.790,268.125,-2.750,179.312
9.617,30,-135.375,-38.875,12.750,0.000,-2.125,-0.313,-0.330,-0.110,-9.600,0.140,0.000,0.190,-0.480,-0.100,-9.790,268.125,-2.813,179.312
9.672,30,-135.375,-39.563,12.250,-0.125,-0.688,0.563,-0.320,-0.110,-9.790,0.160,-0.010,0.000,-0.490,-0.100,-9.790,268.125,-2.875,179.312
9.694,30,-134.250,-38.875,13.000,1.750,0.750,0.750,-0.350,-0.190,-9.590,0.090,-0.040,0.270,-0.490,-0.110,-9.790,268.125,-2.813,179.312
9.718,30,-134.250,-38.875,13.000,-0.938,0.000,-0.875,-0.290,-0.080,-9.560,0.190,0.020,0.230,-0.490,-0.110,-9.790,268.125,-2.813,179.312
9.741,30,-134.562,-39.563,11.750,-0.375,-0.313,-0.750,-0.420,0.000,-9.580,0.060,0.110,0.200,-0.480,-0.110,-9.790,268.125,-2.813,179.312
9.784,30,-134.250,-39.250,14.188,0.063,0.125,0.000,-0.380,-0.030,-9.490,0.100,0.070,0.290,-0.480,-0.110,-9.790,268.125,-2.813,179.312
9.808,30,-134.250,-39.250,14.188,1.000,-0.688,0.563,-0.380,-0.180,-9.510,0.100,-0.070,0.270,-0.480,-0.110,-9.790,268.125,-2.813,179.312
9.832,30,-135.000,-39.250,12.250,1.000,-2.500,-0.063,-0.400,-0.220,-9.530,0.090,-0.100,0.250,-0.490,-0.110,-9.790,268.125,-2.875,179.250
9.873,30,-135.000,-39.250,12.250,-1.750,-4.188,-2.000,-0.380,-0.140,-9.720,0.140,-0.020,0.060,-0.520,-0.110,-9.790,268.062,-3.000,179.312
9.894,30,-134.562,-39.563,12.750,0.000,-1.938,-1.938,-0.420,-0.110,-9.690,0.110,0.000,0.090,-0.530,-0.110,-9.790,268.000,-3.063,179.312
9.917,30,-134.562,-39.563,12.750,1.563,-2.563,-0.875,-0.400,-0.020,-9.560,0.130,0.080,0.220,-0.530,-0.110,-9.790,268.000,-3.125,179.250
9.941,30,-133.875,-39.250,13.563,-1.438,-2.063,-0.750,-0.380,-0.030,-9.610,0.160,0.080,0.170,-0.540,-0.110,-9.790,267.937,-3.125,179.312
9.983,30,-134.250,-39.563,12.750,-0.125,-0.688,-0.125,-0.430,-0.120,-9.620,0.110,0.000,0.160,-0.550,-0.110,-9.790,267.937,-3.188,179.312
10.007,30,-134.250,-39.563,12.750,0.750,-0.250,-0.250,-0.420,-0.170,-9.560,0.130,-0.050,0.220,-0.550,-0.110,-9.790,268.000,-3.188,179.250
10.031,30,-134.250,-39.563,12.750,1.625,-1.875,-0.063,-0.430,-0.140,-9.360,0.120,-0.010,0.420,-0.560,-0.120,-9.780,268.000,-3.250,179.250
10.052,30,-135.375,-39.250,12.750,-0.688,-4.250,-1.125,-0.470,-0.160,-9.560,0.100,-0.040,0.220,-0.580,-0.120,-9.780,267.937,-3.375,179.250
10.109,30,-133.187,-39.563,12.375,-0.438,-3.938,-1.625,-0.530,-0.180,-9.880,0.060,-0.050,-0.090,-0.600,-0.120,-9.780,267.875,-3.500,179.250
10.134,30,-134.562,-39.250,13.188,0.813,-5.188,-1.313,-0.450,-0.100,-9.370,0.170,0.020,0.400,-0.620,-0.120,-9.780,267.812,-3.625,179.250
10.155,30,-134.562,-39.250,13.188,-1.188,-3.063,-1.063,-0.490,0.050,-9.540,0.140,0.180,0.230,-0.640,-0.120,-9.780,267.812,-3.688,179.250
10.179,30,-134.562,-39.250,13.188,-0.688,-3.000,-0.438,-0.530,-0.040,-9.640,0.120,0.090,0.260,-0.640,-0.120,-9.780,267.812,-3.750,179.250
10.221,30,-134.250,-39.250,13.563,2.375,0.000,2.063,-0.560,-0.090,-9.360,0.070,0.030,0.420,-0.640,-0.130,-9.780,267.875,-3.750,179.187
10.244,30,-134.562,-40.000,13.563,0.938,-0.813,0.938,-0.670,-0.220,-9.480,-0.020,-0.080,0.300,-0.640,-0.130,-9.780,267.875,-3.750,179.187
10.267,30,-134.562,-40.000,13.563,0.313,-1.938,-0.500,-0.570,-0.200,-9.570,0.070,-0.060,0.200,-0.650,-0.130,-9.780,267.875,-3.813,179.187
10.31,30,-133.875,-38.500,12.375,4.313,-1.188,0.938,-0.640,-0.130,-9.190,0.010,0.010,0.590,-0.650,-0.150,-9.780,267.937,-3.813,179.063
10.336,30,-133.875,-39.563,13.062,-0.250,0.750,-0.438,-0.640,-0.130,-9.470,0.010,0.020,0.310,-0.650,-0.150,-9.780,267.937,-3.813,179.063
10.36,30,-133.875,-39.563,13.062,0.625,-0.750,-0.438,-0.420,-0.090,-9.600,0.220,0.060,0.170,-0.650,-0.160,-9.780,267.937,-3.813,179.000
10.386,30,-134.250,-39.250,12.750,3.750,0.688,2.313,-0.610,-0.150,-9.450,0.030,0.020,0.320,-0.650,-0.170,-9.780,268.000,-3.813,178.937
10.427,30,-134.250,-39.250,12.750,1.688,-0.375,1.438,-0.410,-0.100,-9.710,0.230,0.080,0.070,-0.650,-0.180,-9.780,268.000,-3.750,178.875
10.448,30,-133.875,-39.250,13.563,2.500,1.500,2.813,-0.480,-0.130,-9.600,0.150,0.050,0.170,-0.640,-0.190,-9.780,268.125,-3.750,178.812
10.471,30,-133.875,-39.250,13.563,2.188,2.188,2.563,-0.480,-0.170,-9.590,0.140,0.030,0.190,-0.630,-0.200,-9.780,268.125,-3.688,178.750
10.504,30,-133.875,-39.250,12.000,-0.250,1.813,3.000,-0.480,-0.230,-9.610,0.140,-0.030,0.160,-0.620,-0.200,-9.780,268.250,-3.625,178.750
10.549,30,-133.562,-39.563,13.687,-1.500,1.313,1.375,-0.420,-0.170,-9.640,0.270,0.040,-0.060,-0.610,-0.200,-9.780,268.313,-3.563,178.812
10.573,30,-133.562,-39.563,13.687,2.375,4.375,3.375,-0.390,-0.200,-9.620,0.200,0.000,0.150,-0.590,-0.200,-9.780,268.375,-3.500,178.750
10.596,30,-134.562,-38.875,13.188,2.250,6.000,3.125,-0.500,-0.240,-9.550,0.070,-0.030,0.230,-0.570,-0.210,-9.780,268.438,-3.375,178.750
10.618,30,-134.562,-38.875,13.188,1.063,4.625,1.688,-0.440,-0.210,-9.670,0.110,0.000,0.110,-0.550,-0.210,-9.780,268.500,-3.188,178.688
10.661,30,-134.562,-38.875,13.563,2.438,3.313,1.688,-0.430,-0.250,-9.440,0.090,-0.020,0.340,-0.530,-0.230,-9.780,268.562,-3.063,178.625
10.686,30,-135.000,-38.875,13.188,-0.313,-0.313,0.188,-0.420,-0.230,-9.490,0.090,0.000,0.280,-0.520,-0.230,-9.780,268.625,-3.063,178.562
10.71,30,-135.000,-38.875,13.188,-1.250,0.125,-0.688,-0.340,-0.180,-9.790,0.190,-0.040,-0.030,-0.520,-0.230,-9.780,268.562,-3.063,178.625
10.754,30,-134.562,-39.250,11.688,1.000,0.688,0.563,-0.420,-0.290,-9.400,0.090,-0.040,0.380,-0.520,-0.240,-9.780,268.625,-3.000,178.500
10.78,30,-134.562,-39.250,11.688,-0.688,0.750,-0.688,-0.420,-0.330,-9.670,0.090,-0.080,0.110,-0.510,-0.240,-9.780,268.625,-3.000,178.562
10.802,30,-134.562,-38.063,12.750,0.313,1.313,-0.250,-0.390,-0.140,-9.580,0.110,0.090,0.200,-0.510,-0.240,-9.790,268.625,-2.938,178.562
10.827,30,-134.562,-38.063,12.750,0.063,0.688,-0.063,-0.380,-0.160,-9.430,0.120,0.080,0.350,-0.500,-0.240,-9.790,268.625,-2.938,178.562
10.87,30,-135.000,-38.500,12.750,0.000,-0.063,0.438,-0.420,-0.250,-9.620,0.070,-0.010,0.160,-0.500,-0.240,-9.790,268.625,-2.938,178.562
10.894,30,-134.562,-39.250,13.062,0.438,0.188,0.563,-0.460,-0.230,-9.430,0.040,0.010,0.350,-0.500,-0.240,-9.790,268.625,-2.938,178.500
10.918,30,-134.562,-39.250,13.062,-0.938,1.750,0.188,-0.400,-0.260,-9.760,0.090,-0.010,0.020,-0.500,-0.240,-9.790,268.625,-2.875,178.562
10.95,30,-134.562,-38.875,13.062,1.125,2.875,1.438,-0.350,-0.200,-9.590,0.130,0.040,0.200,-0.480,-0.240,-9.790,268.687,-2.813,178.500
10.994,30,-134.250,-38.500,12.250,-1.938,0.875,-0.750,-0.420,-0.160,-9.540,0.090,0.080,0.180,-0.480,-0.240,-9.790,268.625,-2.750,178.562
11.015,30,-134.250,-38.500,12.250,-0.688,0.438,-0.750,-0.260,-0.120,-9.610,0.210,0.100,0.170,-0.470,-0.230,-9.790,268.625,-2.750,178.562
11.04,30,-135.687,-38.063,12.375,1.063,0.000,0.938,-0.270,-0.120,-9.570,0.190,0.110,0.210,-0.470,-0.230,-9.790,268.625,-2.750,178.562
11.064,30,-135.687,-38.063,12.375,-0.938,-0.500,1.000,-0.350,-0.300,-9.770,0.120,-0.060,0.010,-0.470,-0.230,-9.790,268.687,-2.750,178.625
11.109,30,-135.000,-38.875,12.750,-0.938,0.688,-1.438,-0.310,-0.260,-9.730,0.150,-0.030,0.050,-0.470,-0.230,-9.790,268.625,-2.688,178.625
11.133,30,-135.000,-38.875,12.750,-0.375,-1.500,-1.438,-0.330,-0.190,-9.470,0.130,0.030,0.310,-0.470,-0.220,-9.790,268.625,-2.750,178.625
11.154,30,-135.000,-38.063,13.062,-1.688,-1.875,-1.500,-0.400,-0.200,-9.500,0.040,0.070,0.220,-0.480,-0.220,-9.790,268.562,-2.750,178.688
11.197,30,-134.562,-39.250,12.750,-0.375,1.250,-1.063,-0.350,-0.090,-9.610,0.120,0.110,0.170,-0.480,-0.210,-9.790,268.500,-2.813,178.750
11.22,30,-134.562,-39.250,12.750,0.625,0.500,0.250,-0.380,-0.080,-9.390,0.090,0.120,0.390,-0.470,-0.210,-9.790,268.500,-2.750,178.750
11.244,30,-134.687,-38.875,13.062,-0.563,-1.250,0.563,-0.420,-0.200,-9.380,0.050,0.000,0.400,-0.480,-0.200,-9.790,268.500,-2.813,178.750
11.269,30,-134.687,-38.875,13.062,-1.750,-0.438,-0.438,-0.410,-0.240,-9.750,0.060,-0.040,0.030,-0.480,-0.200,-9.790,268.500,-2.813,178.750
11.313,30,-134.250,-38.500,11.563,1.375,-0.688,0.938,-0.420,-0.230,-9.580,0.060,0.000,0.350,-0.480,-0.200,-9.790,268.500,-2.813,178.750
11.337,30,-134.250,-38.500,11.563,-0.625,-0.875,0.000,-0.410,-0.260,-9.550,0.080,-0.060,0.230,-0.490,-0.200,-9.790,268.562,-2.875,178.750
11.361,30,-134.562,-38.875,12.250,-0.750,-1.250,-0.375,-0.420,-0.250,-9.550,0.060,-0.050,0.230,-0.490,-0.200,-9.790,268.500,-2.875,178.750
11.39,30,-134.562,-38.875,13.500,-2.375,0.250,-1.938,-0.430,-0.180,-9.650,0.060,0.010,0.130,-0.490,-0.190,-9.790,268.500,-2.875,178.812
11.431,30,-134.562,-38.875,13.500,1.875,-0.125,0.625,-0.420,-0.120,-9.480,0.070,0.070,0.300,-0.500,-0.190,-9.790,268.438,-2.875,178.812
11.452,30,-134.250,-38.500,12.375,1.063,-0.500,0.688,-0.490,-0.290,-9.420,0.000,-0.080,0.360,-0.500,-0.200,-9.790,268.500,-2.875,178.750
11.475,30,-134.250,-38.500,12.375,-1.625,-2.125,-1.563,-0.350,-0.100,-9.700,0.150,0.090,0.090,-0.500,-0.190,-9.790,268.438,-2.938,178.812
11.499,30,-134.250,-38.063,12.750,-1.063,-1.438,-2.750,-0.410,-0.080,-9.490,0.100,0.110,0.290,-0.510,-0.190,-9.790,268.375,-2.938,178.812
11.541,30,-135.375,-38.875,13.875,1.375,-1.188,-0.563,-0.390,-0.150,-9.460,0.120,0.050,0.320,-0.510,-0.200,-9.790,268.375,-2.938,178.750
11.562,30,-135.375,-38.875,13.875,0.188,-2.375,-0.375,-0.350,-0.150,-9.520,0.160,0.050,0.260,-0.510,-0.210,-9.790,268.375,-3.000,178.750
