Time, Temperature, Mag X, Mag Y, Mag Z, Gyro X, Gyro Y, Gyro Z, Acc X, Acc Y, Acc Z, Lin Acc X, Lin Acc Y, Lin Acc Z, Gravity X, Gravity Y, Gravity Z, Euler X, Euler Y, Euler Z
38.234,30,-133.750,-50.188,-37.500,-3.375,-1.500,-0.063,-0.450,-0.640,10.190,-0.380,-0.480,0.390,-0.060,-0.160,9.800,72.938,-0.375,1.000
38.255,30,-133.750,-50.188,-37.500,-17.125,6.250,4.188,-0.430,-0.080,8.960,-0.340,0.140,-0.830,-0.090,-0.230,9.800,72.875,-0.500,1.313
38.28,30,-133.750,-50.188,-37.500,-0.375,2.063,-1.938,-0.310,-0.310,9.330,-0.200,-0.060,-0.460,-0.110,-0.240,9.800,72.875,-0.625,1.438
38.322,30,-133.375,-49.688,-39.000,-6.125,-2.375,0.375,-0.130,-0.790,9.960,-0.010,-0.530,0.160,-0.110,-0.250,9.800,72.875,-0.625,1.438
38.343,30,-133.250,-48.500,-39.188,-22.313,-7.563,2.313,-0.610,-0.220,9.650,-0.510,0.080,-0.140,-0.070,-0.360,9.790,72.875,-0.438,2.063
38.367,30,-133.250,-48.500,-39.188,-33.063,-12.688,-6.438,-0.290,-0.620,10.300,-0.250,-0.150,0.500,-0.040,-0.470,9.790,73.000,-0.188,2.750
38.425,30,-132.875,-49.188,-38.875,-32.438,4.063,-1.250,-0.750,-0.810,9.420,-0.690,-0.070,-0.340,-0.050,-0.740,9.770,73.375,-0.313,4.750
38.446,30,-132.875,-48.375,-37.875,-66.813,-5.938,-12.125,-1.140,-0.610,10.520,-1.110,0.440,0.770,-0.030,-1.050,9.740,73.625,-0.188,6.125
38.471,30,-132.875,-48.375,-37.875,-98.813,6.063,-27.687,-0.500,-1.720,10.780,-0.470,-0.360,1.070,-0.030,-1.350,9.710,74.125,-0.125,7.938
38.492,30,-133.250,-47.188,-39.563,-93.875,26.563,-21.375,0.190,-2.180,9.620,0.280,-0.510,-0.030,-0.090,-1.670,9.660,74.813,-0.750,10.625
38.536,30,-132.187,-44.063,-39.563,-104.188,-1.188,-25.625,-0.320,-2.750,9.270,-0.160,-0.470,-0.260,-0.150,-2.410,9.500,75.625,-0.875,14.250
38.557,30,-132.187,-44.063,-39.563,-56.813,1.000,-20.438,-0.010,-2.450,9.330,0.120,0.100,-0.120,-0.140,-2.550,9.460,76.000,-0.813,15.125
38.584,30,-132.750,-41.875,-39.688,-18.375,-1.500,-31.625,-0.380,-2.340,8.770,-0.250,0.270,-0.670,-0.130,-2.610,9.450,76.563,-0.750,15.438
38.605,30,-132.750,-41.875,-39.688,-23.500,-11.125,-35.250,-0.640,-3.570,9.770,-0.160,-0.610,1.470,-0.040,-2.710,9.420,77.500,-0.250,16.063
38.648,30,-132.062,-41.563,-41.000,-10.000,26.125,-23.688,-0.620,-2.490,7.700,-0.470,0.290,-1.700,-0.140,-2.780,9.400,78.438,-0.813,16.438
38.674,30,-132.062,-41.563,-41.000,-21.875,-10.438,-31.938,-0.210,-3.160,8.480,-0.110,-0.310,-0.900,-0.100,-2.840,9.380,79.063,-0.563,16.813
38.695,30,-131.687,-40.500,-40.750,9.375,-24.250,-10.500,0.070,-4.590,8.860,0.100,-1.750,-0.510,0.020,-2.830,9.380,79.250,0.063,16.813
38.739,30,-130.375,-39.875,-41.563,-4.875,21.313,-26.375,-0.060,-3.110,9.440,-0.300,-1.010,-1.400,0.000,-2.850,9.380,79.875,0.000,16.875
38.76,30,-130.375,-39.875,-41.563,21.750,12.625,-15.375,-0.180,-2.310,8.340,-0.130,0.460,-1.060,-0.040,-2.770,9.400,80.250,-0.250,16.438
38.786,30,-130.687,-40.188,-41.875,30.812,10.188,-15.813,-0.260,-2.560,8.990,-0.190,0.120,-0.430,-0.060,-2.690,9.420,80.750,-0.438,15.688
38.807,30,-130.687,-40.188,-41.875,23.500,4.875,-14.563,-0.870,-2.780,8.670,-0.480,-0.070,0.020,-0.060,-2.600,9.450,81.062,-0.313,15.375
38.864,30,-130.187,-41.563,-41.250,23.250,-10.438,-12.125,-0.230,-2.950,9.480,-0.280,-0.480,0.000,0.040,-2.470,9.490,81.813,0.375,14.375
38.889,30,-130.062,-41.875,-43.000,13.313,-7.000,-13.188,0.010,-2.310,9.870,-0.060,0.090,0.370,0.090,-2.400,9.500,82.063,0.500,14.188
38.91,30,-130.062,-41.875,-43.000,11.250,0.438,-15.250,0.130,-3.160,8.260,0.020,-0.790,-1.250,0.100,-2.360,9.510,82.312,0.625,13.938
38.936,30,-130.375,-41.563,-42.500,15.688,-17.313,-0.500,-0.440,-2.180,9.600,-0.600,0.130,0.070,0.150,-2.320,9.520,82.312,0.875,13.687
38.977,30,-130.375,-41.563,-42.500,13.563,-12.437,-7.688,0.140,-2.640,9.050,-0.110,-0.380,-0.480,0.250,-2.260,9.530,82.500,1.625,13.125
38.998,30,-131.375,-43.375,-40.875,23.750,-16.625,-4.750,0.410,-2.960,9.370,0.060,-0.510,-0.300,0.330,-2.150,9.560,82.500,1.938,12.688
39.024,30,-131.375,-43.375,-40.875,23.625,-16.250,2.500,0.120,-2.060,8.830,-0.260,0.010,-0.730,0.380,-2.070,9.570,82.438,2.250,12.250
39.045,30,-131.250,-42.688,-41.688,14.625,-29.813,-0.625,-0.350,-1.380,8.820,-0.820,0.640,-0.760,0.470,-2.030,9.580,82.375,3.063,11.812
39.089,30,-131.000,-43.000,-41.688,24.875,-34.375,-11.313,0.600,-2.490,10.120,-0.120,-0.580,0.530,0.770,-1.860,9.590,82.625,4.500,10.938
39.11,30,-131.000,-43.000,-41.688,23.312,-19.438,-6.250,0.320,-1.730,8.670,-0.510,0.040,-0.930,0.830,-1.770,9.600,82.688,4.875,10.438
39.137,30,-132.250,-44.500,-40.500,20.688,-28.125,-7.938,0.730,-1.900,9.190,-0.180,-0.200,-0.410,0.920,-1.690,9.610,82.750,5.375,10.000
39.158,30,-132.250,-44.500,-40.500,25.750,-26.313,-4.125,1.080,-2.490,10.970,-0.210,-0.990,1.280,1.030,-1.560,9.620,82.750,6.063,9.188
39.201,30,-133.000,-44.063,-39.688,25.438,8.750,5.188,0.560,-1.040,9.300,-0.420,0.320,-0.350,0.990,-1.370,9.650,82.500,5.750,8.063
39.227,30,-133.000,-44.063,-39.688,11.750,0.938,-15.188,0.760,-2.090,8.200,-0.210,-0.770,-1.450,0.980,-1.320,9.660,82.750,5.750,7.750
39.248,30,-133.062,-45.500,-38.750,19.938,-23.438,-8.313,1.380,-2.680,10.180,0.330,-1.420,0.510,1.080,-1.220,9.660,82.937,6.313,7.188
39.302,30,-131.500,-46.188,-39.063,23.063,-4.938,-3.000,0.550,-0.960,8.490,-0.600,0.010,-1.190,1.150,-0.980,9.680,82.813,6.750,5.750
39.328,30,-131.500,-46.188,-39.063,19.313,-25.500,-2.625,0.610,-0.970,10.680,-0.610,-0.050,1.000,1.230,-0.920,9.680,82.750,7.188,5.375
39.349,30,-132.875,-46.500,-38.563,27.563,-9.500,-4.313,0.840,-0.970,9.950,-0.320,0.210,-0.410,1.280,-0.780,9.690,82.813,7.500,4.563
39.373,30,-132.875,-46.500,-38.563,18.875,-7.000,-5.875,0.990,-1.280,8.620,-0.300,-0.580,-1.060,1.300,-0.700,9.690,82.875,7.625,4.125
39.415,30,-134.000,-47.500,-36.875,25.125,-18.000,5.313,1.250,-0.920,9.840,-0.150,-0.380,0.150,1.410,-0.540,9.680,82.750,8.250,3.188
39.44,30,-134.062,-48.875,-38.000,31.938,-8.688,5.875,0.880,-0.240,9.490,-0.550,0.190,-0.190,1.440,-0.440,9.680,82.500,8.500,2.313
39.461,30,-134.062,-48.875,-38.000,32.000,-5.000,0.563,1.050,-0.260,9.080,-0.410,0.030,-0.600,1.470,-0.300,9.690,82.500,8.625,1.750
39.486,30,-134.062,-48.875,-38.000,-12.063,-4.938,-4.063,1.160,0.200,10.390,-0.310,0.510,0.700,1.480,-0.310,9.680,82.563,8.688,1.813
39.527,30,-134.250,-48.750,-37.563,-14.125,-6.250,-13.250,0.880,-0.900,9.150,-0.590,-0.540,-0.530,1.480,-0.350,9.680,83.125,8.688,2.063
39.549,30,-133.500,-49.000,-37.062,-23.688,-21.125,-7.563,1.220,-0.680,10.240,-0.310,-0.260,0.560,1.570,-0.450,9.660,83.375,9.250,2.625
39.573,30,-133.500,-49.000,-37.062,-20.313,-14.813,-11.187,1.110,-1.020,9.840,-0.510,-0.510,0.180,1.620,-0.510,9.650,83.625,9.500,3.000
39.596,30,-134.062,-49.000,-36.563,-18.938,-14.313,-7.688,1.720,-1.530,9.050,0.050,-0.960,-0.590,1.670,-0.560,9.640,83.813,9.813,3.313
39.639,30,-133.750,-48.063,-37.687,-32.500,-17.188,12.750,1.390,-0.250,10.170,-0.410,0.510,0.560,1.800,-0.770,9.600,83.750,10.625,4.563
39.66,30,-133.750,-48.063,-37.687,-23.438,-3.750,2.813,1.160,-0.670,8.800,-0.660,0.180,-0.790,1.830,-0.890,9.590,83.688,10.750,5.313
39.684,30,-133.750,-48.063,-37.687,-29.438,-14.375,-0.375,1.330,-1.330,8.620,-0.500,-0.330,-0.770,1.900,-1.010,9.560,83.688,11.125,6.000
39.705,30,-135.875,-46.563,-37.687,-39.000,-32.375,3.813,1.810,-1.310,9.920,-0.180,-0.170,0.390,2.000,-1.140,9.530,83.625,11.750,6.813
39.75,30,-135.375,-46.250,-37.250,-29.313,-19.250,-3.313,1.730,-1.690,8.990,-0.390,-0.350,-0.480,2.160,-1.380,9.460,83.813,12.750,8.250
39.78,30,-135.375,-46.250,-37.250,-16.875,-13.062,-2.000,1.610,-1.420,9.410,-0.600,0.020,-0.020,2.210,-1.440,9.440,83.813,13.062,8.688
39.801,30,-135.687,-45.188,-37.250,1.938,1.813,-5.688,1.690,-1.570,8.740,-0.960,0.110,-1.370,2.210,-1.430,9.440,84.000,13.062,8.625
39.844,30,-135.875,-44.375,-37.687,-20.688,-17.688,-7.938,2.420,-2.110,11.600,0.150,-0.640,2.170,2.280,-1.500,9.410,84.187,13.438,9.063
39.865,30,-135.875,-44.375,-37.687,-11.625,19.563,-4.500,2.040,-1.710,8.100,-0.190,-0.160,-1.310,2.230,-1.550,9.420,84.375,13.188,9.313
39.891,30,-136.187,-44.875,-36.875,29.000,14.500,-2.063,1.980,-2.920,7.640,-0.200,-1.430,-1.790,2.180,-1.490,9.440,84.438,12.875,8.938
39.912,30,-136.187,-44.875,-36.875,62.688,5.313,20.375,2.290,-2.060,10.120,-0.660,1.240,0.150,2.130,-1.220,9.490,83.688,12.500,7.313
39.955,30,-135.750,-44.875,-38.063,54.313,27.500,1.188,1.900,-1.940,8.050,-0.040,-1.110,-1.520,1.940,-0.830,9.570,83.125,11.375,5.000
39.981,30,-135.750,-44.875,-38.063,88.063,19.313,19.500,2.440,-2.060,10.060,0.560,-1.470,0.450,1.870,-0.590,9.600,82.625,11.000,3.500
40.002,30,-135.375,-47.063,-37.250,133.938,53.438,36.000,0.930,0.540,7.960,-1.960,2.190,-2.590,1.620,0.030,9.670,81.313,9.500,-0.188
40.026,30,-135.375,-47.063,-37.250,114.812,26.437,9.813,0.220,1.720,10.370,-1.270,1.260,0.690,1.500,0.450,9.680,80.813,8.750,-2.625
40.069,30,-133.875,-49.250,-35.688,68.563,19.563,-7.625,1.650,-0.670,9.390,0.250,-1.620,-0.250,1.400,0.950,9.650,80.875,8.000,-6.188
40.094,30,-133.875,-51.500,-34.250,51.563,11.938,19.000,1.570,0.930,10.610,0.210,-0.190,0.960,1.340,1.210,9.630,80.375,7.813,-7.188
40.115,30,-133.875,-51.500,-34.250,61.688,20.125,20.187,1.080,1.130,9.840,-0.190,-0.270,0.220,1.270,1.410,9.610,79.938,7.438,-8.375
40.142,30,-132.750,-53.250,-32.375,101.375,36.500,11.875,0.930,1.430,8.970,-0.240,-0.280,-0.600,1.180,1.710,9.580,79.500,6.875,-10.125
40.183,30,-132.750,-53.250,-32.375,61.813,25.875,12.688,0.520,2.050,8.670,-0.430,-0.220,-0.810,0.960,2.280,9.480,78.500,5.438,-13.938
40.204,30,-133.187,-53.688,-32.750,28.250,16.125,19.313,0.100,2.730,9.500,-0.960,0.740,0.750,0.910,2.410,9.460,78.000,5.313,-14.250
40.238,30,-133.187,-53.688,-32.750,-18.875,9.125,15.125,1.470,0.360,10.150,0.600,-1.970,0.670,0.860,2.340,9.480,77.562,5.063,-13.875
40.259,30,-133.875,-55.500,-33.000,26.625,56.688,26.313,0.820,0.970,8.580,0.100,-1.430,-0.890,0.710,2.410,9.470,76.563,3.750,-14.500
40.304,30,-133.187,-55.500,-33.188,-7.375,18.125,13.563,-0.100,2.070,10.140,-0.120,-1.210,0.730,0.520,2.440,9.480,75.625,3.063,-14.438
40.328,30,-133.187,-55.500,-33.188,-31.188,23.063,12.250,0.350,1.070,9.340,-0.120,-1.250,-0.170,0.470,2.330,9.510,75.438,2.750,-13.750
40.351,30,-131.250,-56.375,-33.750,-21.750,22.563,26.063,-0.070,2.560,8.820,-0.480,0.310,-0.710,0.410,2.250,9.530,74.938,2.375,-13.250
40.375,30,-131.250,-56.375,-33.750,-22.750,12.938,21.563,-0.140,2.240,9.120,-0.850,-0.150,-0.180,0.370,2.140,9.560,74.250,2.188,-12.563
40.419,30,-131.500,-55.563,-34.188,-54.313,-5.438,2.375,-0.090,1.790,9.930,-0.480,-0.060,0.310,0.380,1.850,9.620,74.000,2.250,-10.875
40.445,30,-131.250,-55.687,-35.187,-32.875,6.688,-1.125,0.030,0.710,8.930,-0.350,-1.000,-0.710,0.380,1.720,9.640,74.000,2.063,-10.000
40.466,30,-131.250,-55.687,-35.187,-7.438,15.625,11.500,-0.390,2.150,9.980,-0.710,0.470,0.320,0.310,1.680,9.650,73.688,1.813,-9.875
40.511,30,-131.062,-54.688,-36.250,-37.938,6.875,1.625,0.140,0.550,9.690,-0.120,-0.940,0.000,0.260,1.490,9.680,73.500,1.438,-8.438
40.536,30,-131.062,-54.688,-36.250,-17.313,11.563,9.438,-0.280,1.270,9.510,-0.510,-0.140,-0.180,0.230,1.410,9.700,73.313,1.250,-8.188
40.557,30,-130.562,-52.063,-36.375,-9.500,13.875,9.500,-0.290,1.160,8.270,-0.470,-0.200,-1.420,0.170,1.370,9.700,73.125,1.000,-8.063
40.582,30,-130.562,-52.063,-36.375,-2.500,-10.313,9.188,-0.580,1.260,9.600,-0.780,-0.080,-0.100,0.200,1.350,9.710,73.000,1.188,-7.875
40.624,30,-130.687,-52.750,-36.750,-12.688,5.000,-4.688,0.010,0.720,10.610,-0.220,-0.540,0.890,0.220,1.240,9.720,73.000,1.313,-7.313
40.648,30,-130.250,-52.063,-38.875,-22.438,12.625,-3.813,0.120,0.610,9.510,-0.070,-0.590,-0.210,0.180,1.160,9.730,73.000,1.063,-6.813
40.669,30,-130.250,-52.063,-38.875,-34.125,2.813,0.125,0.100,0.230,9.140,-0.080,-0.820,-0.600,0.190,1.050,9.740,73.000,1.125,-6.125
40.695,30,-129.750,-52.688,-37.687,1.438,-0.875,12.625,-0.210,0.670,9.220,-0.830,-0.030,-0.500,0.230,1.040,9.740,72.562,1.375,-6.125
40.749,30,-130.062,-51.250,-38.875,-3.688,-16.563,0.000,0.000,1.230,10.010,-0.040,-0.230,1.040,0.320,1.030,9.740,72.500,1.875,-6.000
40.77,30,-130.062,-51.250,-38.875,-37.563,4.438,-4.625,0.310,0.000,9.360,0.000,-0.920,-0.390,0.310,0.920,9.750,72.562,1.813,-5.375
40.796,30,-130.250,-51.500,-37.563,-3.500,12.250,12.188,0.860,-0.280,8.230,0.580,-1.140,-1.530,0.280,0.850,9.760,72.250,1.563,-5.250
40.817,30,-130.250,-51.500,-37.563,25.500,0.688,28.625,-0.710,1.040,9.130,-1.130,0.820,0.890,0.280,0.960,9.750,71.750,1.625,-5.625
40.86,30,-131.062,-50.000,-38.375,-21.063,10.188,9.500,-0.110,0.330,8.870,-0.380,-0.470,-0.890,0.260,0.810,9.760,71.500,1.563,-4.688
40.886,30,-131.062,-50.000,-38.375,18.750,6.125,19.188,0.250,1.000,7.930,0.000,0.190,-1.830,0.250,0.800,9.760,71.188,1.438,-4.688
40.907,30,-131.000,-50.375,-39.188,30.750,-16.563,8.313,-0.910,1.170,9.150,-0.800,0.450,0.330,0.320,0.950,9.750,70.938,1.875,-5.563
40.931,30,-131.000,-50.375,-39.188,-29.938,-21.437,-5.438,-0.100,-0.110,10.110,-0.500,-0.990,0.360,0.400,0.880,9.750,71.000,2.313,-5.188
40.974,30,-130.187,-52.063,-39.063,-5.188,19.188,-1.125,-0.300,1.690,10.590,-0.700,0.880,0.830,0.400,0.800,9.760,71.000,2.063,-4.625
40.998,30,-131.562,-51.063,-38.250,-15.125,23.937,-16.875,0.020,0.560,8.370,-0.300,-0.200,-1.400,0.320,0.770,9.770,71.312,1.750,-4.313
41.019,30,-131.562,-51.063,-38.250,-21.500,3.938,-11.313,0.190,-0.140,9.610,-0.080,-0.790,-0.160,0.280,0.640,9.780,71.500,1.625,-3.750
41.044,30,-131.562,-51.063,-38.250,-35.563,3.063,-4.375,-0.020,0.320,10.920,-0.290,-0.200,1.130,0.270,0.520,9.780,71.625,1.563,-3.063
41.104,30,-130.500,-49.563,-39.875,-4.188,1.125,-9.563,0.330,-0.490,9.360,0.200,-0.920,-0.430,0.130,0.420,9.790,72.125,0.750,-2.250
41.129,30,-130.500,-49.563,-39.875,-21.813,-9.188,-5.375,-0.010,0.420,9.160,-0.330,-0.140,-0.410,0.170,0.310,9.800,72.250,1.000,-1.813
41.153,30,-130.500,-49.188,-38.188,-26.188,-12.500,-6.563,0.210,0.330,8.890,0.000,0.090,-0.900,0.210,0.240,9.800,72.375,1.250,-1.438
41.207,30,-131.250,-47.562,-40.188,5.063,-17.375,-13.188,-0.070,-0.410,10.380,-0.480,-0.600,0.580,0.420,0.170,9.790,72.813,2.438,-1.000
41.231,30,-131.250,-47.562,-40.188,5.813,-10.063,-0.625,0.100,0.560,9.180,-0.350,0.330,-0.600,0.450,0.220,9.790,72.813,2.625,-1.313
41.255,30,-131.187,-46.500,-39.875,16.375,-17.750,-7.438,-0.010,-0.140,10.280,-0.520,-0.430,0.490,0.500,0.290,9.780,72.875,2.938,-1.688
41.279,30,-131.187,-46.500,-39.875,6.750,-10.750,-5.938,0.240,-0.140,9.210,-0.650,0.780,-0.240,0.560,0.350,9.780,73.063,3.250,-2.063
41.322,30,-130.875,-46.875,-40.250,28.875,-16.438,-13.625,0.200,0.810,9.640,-0.440,0.280,-0.120,0.640,0.530,9.770,73.438,3.750,-3.125
41.348,30,-131.750,-49.063,-40.250,36.188,-17.000,-18.688,-0.080,0.260,9.610,-0.760,-0.390,-0.140,0.670,0.650,9.760,73.688,3.938,-3.813
41.369,30,-131.750,-49.063,-40.250,31.938,-17.938,-15.688,0.300,0.720,8.720,-0.560,-0.050,-0.860,0.760,0.820,9.740,74.188,4.438,-4.813
41.393,30,-131.750,-49.063,-40.250,29.875,-28.688,-17.625,0.520,0.600,8.980,-0.470,-0.800,0.200,0.860,0.920,9.720,74.563,5.063,-5.438
41.434,30,-131.500,-50.188,-38.250,25.250,-28.813,-4.000,0.160,1.880,10.500,-0.910,0.810,0.810,1.070,1.070,9.680,75.000,6.313,-6.313
41.457,30,-133.000,-51.688,-39.063,38.625,-22.687,-18.188,0.600,1.470,10.100,-0.540,0.280,0.440,1.150,1.180,9.660,75.438,6.875,-7.438
41.481,30,-133.000,-51.688,-39.063,15.500,-10.500,-24.750,1.110,1.950,7.300,-0.090,0.670,-2.340,1.200,1.280,9.640,75.875,7.000,-7.563
41.505,30,-131.687,-51.250,-36.188,-18.000,-22.125,-22.375,0.900,-0.110,9.960,-0.380,-1.320,0.320,1.280,1.200,9.640,76.438,7.500,-7.125
41.549,30,-133.000,-52.250,-36.063,-40.125,-2.063,0.125,1.540,0.200,10.580,0.170,-0.720,0.910,1.370,0.920,9.660,76.937,8.000,-5.438
41.57,30,-133.000,-52.250,-36.063,-25.438,10.875,6.250,1.370,0.280,9.280,0.170,-0.180,-0.360,1.330,0.780,9.680,76.813,7.813,-4.625
41.594,30,-133.000,-52.250,-36.063,-15.313,6.813,8.750,1.060,1.040,9.360,-0.590,0.110,-1.130,1.300,0.720,9.690,76.688,7.625,-4.250
41.615,30,-133.187,-50.500,-37.687,-43.438,-3.063,4.500,0.930,0.660,9.180,-0.360,0.070,-0.510,1.300,0.580,9.700,76.625,7.625,-3.438
41.665,30,-132.562,-49.375,-37.687,-27.750,20.187,13.500,0.930,1.650,9.410,-0.340,1.360,-0.300,1.270,0.290,9.710,76.312,7.438,-1.688
41.691,30,-132.562,-49.375,-37.687,-21.938,12.250,-0.750,1.340,-0.160,8.690,0.110,-0.370,-1.030,1.220,0.210,9.720,76.375,7.125,-1.063
41.712,30,-133.000,-47.188,-37.687,-15.188,-2.875,-0.313,1.840,-1.290,6.730,-0.450,-1.040,-2.190,1.240,0.130,9.720,76.312,7.250,-0.750
41.737,30,-133.000,-47.188,-37.687,2.375,-41.875,14.750,0.380,1.180,9.690,-0.980,1.050,-0.010,1.370,0.130,9.700,76.000,8.063,-0.750
41.779,30,-133.187,-49.000,-39.688,27.625,3.563,-18.500,1.470,-1.080,9.490,0.000,-1.330,-0.190,1.480,0.240,9.690,76.438,8.625,-1.750
41.803,30,-132.875,-47.188,-38.563,23.312,-0.063,-3.125,1.580,-0.200,9.140,0.100,-0.540,-0.540,1.480,0.380,9.680,76.375,8.625,-2.250
41.824,30,-132.875,-47.188,-38.563,41.563,7.688,5.250,0.990,1.370,7.000,-0.470,0.870,-2.680,1.470,0.490,9.680,76.125,8.625,-2.875
41.87,30,-133.187,-48.688,-39.750,31.563,-26.313,-0.813,0.990,1.060,8.500,-0.650,0.350,-1.130,1.670,0.730,9.630,75.875,9.813,-4.313
41.894,30,-133.187,-48.688,-39.750,25.438,-2.500,6.688,1.140,0.780,9.500,-0.540,0.010,-0.120,1.670,0.810,9.620,75.687,9.813,-4.750
41.915,30,-134.250,-50.188,-37.750,28.438,3.250,5.250,0.660,2.190,7.950,-1.000,1.290,-1.660,1.660,0.900,9.620,75.563,9.750,-5.313
41.941,30,-134.250,-50.188,-37.750,36.688,-12.437,-14.375,0.900,0.730,9.490,-0.780,-0.290,-0.100,1.680,1.020,9.600,75.750,9.875,-6.063
41.982,30,-133.875,-48.000,-36.500,22.000,-2.063,-2.500,1.350,-0.610,10.400,-0.250,-1.270,-0.270,1.710,1.240,9.570,76.000,10.063,-7.375
42.006,30,-135.000,-50.062,-38.063,20.063,2.938,16.063,1.480,0.210,8.750,-0.620,0.400,-0.240,1.720,1.300,9.560,75.563,10.125,-7.750
42.029,30,-135.000,-50.062,-38.063,16.875,-11.063,12.813,1.200,3.250,9.690,-0.560,1.890,0.140,1.770,1.360,9.540,75.188,10.438,-8.250
42.054,30,-134.187,-51.188,-36.500,19.000,-8.125,-22.625,1.320,0.960,9.800,-0.470,-0.460,0.270,1.800,1.460,9.520,75.625,10.562,-8.688
42.095,30,-134.187,-51.188,-36.500,11.375,0.688,-11.688,1.300,1.140,10.600,-0.510,-0.390,1.080,1.800,1.560,9.510,76.125,10.562,-9.313
42.124,30,-134.375,-51.500,-36.000,7.313,1.750,-9.750,2.400,2.580,4.650,0.620,0.970,-4.840,1.770,1.610,9.500,76.375,10.375,-9.563
42.152,30,-134.062,-50.375,-36.750,13.375,-44.063,-11.438,1.410,1.680,10.520,-0.440,0.030,1.040,1.860,1.650,9.480,76.563,10.938,-9.875
42.173,30,-134.062,-50.375,-36.750,11.250,-19.438,-16.250,1.660,0.280,10.020,-0.280,-1.410,0.560,1.940,1.710,9.450,77.000,11.375,-10.250
42.217,30,-134.250,-52.063,-35.563,-6.188,-11.625,18.625,2.810,2.590,6.520,0.830,0.880,-2.920,1.980,1.710,9.450,76.813,11.625,-10.250
42.243,30,-134.250,-52.063,-35.563,17.188,-57.250,5.188,1.980,1.350,10.620,-0.130,-0.360,1.200,2.120,1.710,9.410,76.625,12.500,-10.313
42.264,30,-134.000,-52.375,-35.063,23.188,-10.000,-6.000,1.740,2.010,8.460,-0.190,-0.510,0.370,2.200,1.830,9.370,76.750,12.938,-11.000
42.288,30,-134.000,-52.375,-35.063,23.188,-8.500,0.688,2.790,1.040,6.580,0.550,-0.860,-2.770,2.230,1.900,9.350,76.750,13.125,-11.500
42.33,30,-135.000,-50.563,-33.750,31.063,0.250,3.500,1.480,2.880,7.710,-0.840,0.810,-1.580,2.330,2.070,9.290,76.312,13.813,-12.875
42.355,30,-135.187,-53.375,-34.250,30.938,-19.750,-12.063,1.850,1.120,8.810,-0.510,-1.060,-0.450,2.370,2.180,9.260,76.438,14.125,-13.500
42.376,30,-135.187,-53.375,-34.250,24.562,-13.875,7.125,2.280,2.650,10.230,-0.170,0.360,1.010,2.450,2.280,9.210,76.250,14.438,-13.875
42.401,30,-135.187,-53.375,-34.250,15.938,-7.188,-3.688,2.660,0.430,9.050,0.170,-1.890,-0.140,2.480,2.330,9.190,76.250,14.625,-14.188
42.442,30,-135.062,-53.750,-32.563,24.250,-21.375,12.750,1.530,3.030,9.050,-1.040,0.590,-0.080,2.580,2.440,9.130,75.875,15.250,-14.938
42.464,30,-134.687,-54.000,-33.000,35.187,-22.687,-12.000,2.650,3.710,7.480,0.000,1.170,-1.600,2.680,2.640,9.050,76.312,15.875,-16.250
42.488,30,-134.687,-54.000,-33.000,33.188,-31.750,-28.188,3.030,1.770,8.690,0.320,-0.950,-0.320,2.710,2.730,9.010,76.563,16.063,-16.813
42.531,30,-134.562,-54.250,-30.875,3.688,-13.250,23.188,2.080,3.590,9.100,-0.670,0.870,0.090,2.750,2.710,9.010,75.625,16.500,-16.813
42.556,30,-135.187,-54.063,-31.250,15.875,-16.313,6.125,2.180,2.550,8.650,-0.630,-0.180,-0.320,2.820,2.740,8.980,75.625,16.813,-17.125
42.584,30,-135.187,-54.063,-31.250,-0.250,-13.438,-7.250,2.650,2.020,8.120,-0.220,-0.760,-0.820,2.900,2.780,8.940,75.875,17.188,-17.250
42.609,30,-135.750,-54.000,-31.563,-6.250,-17.313,-0.313,2.250,3.730,7.700,-0.730,0.430,-0.710,2.960,2.770,8.920,76.063,17.563,-17.250
42.652,30,-135.750,-54.000,-31.563,23.563,-25.313,-18.000,2.910,2.070,9.420,-0.200,-0.810,0.590,3.110,2.890,8.830,76.937,18.500,-18.063
42.673,30,-136.750,-52.000,-29.875,34.500,-16.625,-8.000,3.070,3.720,8.570,-0.080,0.730,-0.210,3.150,2.990,8.780,77.188,18.875,-19.188
42.697,30,-136.750,-52.000,-29.875,43.000,-12.188,-12.688,2.420,3.450,7.850,-0.750,0.320,-0.870,3.180,3.120,8.730,77.313,19.000,-20.187
42.718,30,-135.500,-54.875,-28.688,43.625,-18.188,-19.313,2.280,2.990,10.380,-0.940,-0.360,1.750,3.220,3.350,8.630,77.625,19.188,-21.250
42.764,30,-135.750,-55.875,-27.000,22.062,13.062,-3.438,3.130,3.690,7.640,0.000,0.120,-0.930,3.140,3.560,8.570,77.750,18.750,-22.813
42.788,30,-135.750,-55.875,-27.000,36.875,-11.875,-0.313,2.310,3.200,8.930,-0.870,-0.500,0.430,3.190,3.700,8.490,77.750,18.938,-23.563
42.812,30,-135.187,-56.063,-27.375,17.625,1.000,2.313,2.110,2.840,8.620,-1.070,-0.910,0.150,3.190,3.760,8.470,77.688,19.000,-23.937
42.836,30,-135.187,-56.063,-27.375,16.063,12.688,5.625,3.020,3.840,8.160,-0.150,0.040,-0.290,3.160,3.820,8.450,77.375,18.813,-24.313
42.88,30,-135.500,-56.250,-26.875,19.563,0.188,-3.000,2.090,3.350,9.020,-1.050,-0.570,0.600,3.140,3.930,8.410,77.250,18.688,-25.000
